serial,day,month,year,season,time,bin_depth_min,bin_depth_max,n,depth_mean,depth_sd,depth_cv,temp_mean,temp_sd,temp_cv,cond_mean,cond_sd,cond_cv,ph_mean,ph_sd,ph_cv,turb_units,turb_mean,turb_sd,turb_cv,chloro_mean,chloro_sd,chloro_cv,do_percent_mean,do_percent_sd,do_percent_cv,do_ppm_mean,do_ppm_sd,do_ppm_cv,lat,long
101,18,6,2013,Spring,1535,5.5,6.5,2,5.752,0.017,0.002955,21.19,0,0,0.27,0,0,8.165,0.007,0.001,NTU,28.3,18.243,0.645,0.3,1.556,5.187,101.25,0.071,0.001,8.985,0.007,0.001,41.76375,-83.34615
102,18,6,2013,Spring,1620,2.5,3.5,3,3.029,0.291,0.096071,20.35,0.01,0.000491,0.233,0,0,8.2,0,0,NTU,155.9,0,0,6.3,0,0,89.1,0,0,8.04,0,0,41.76338,-83.24987
102,18,6,2013,Spring,1620,3.5,4.5,3,3.934,0.222,0.056431,20.337,0.006,0.000295,0.233,0,0,8.21,0,0,NTU,155.9,0,0,6.3,0,0,89.1,0,0,8.043,0.006,0.001,41.76338,-83.24987
102,18,6,2013,Spring,1620,4.5,5.5,4,4.924,0.375,0.076158,20.308,0.022,0.001,0.233,0,0,8.22,0,0,NTU,155.85,0.058,0.00037,6.3,0,0,89.15,0.058,0.001,8.053,0.005,0.001,41.76338,-83.24987
102,18,6,2013,Spring,1620,1.5,2.5,5,2.142,0.351,0.163866,20.304,0.052,0.003,0.233,0,0,8.194,0.005,0.001,NTU,155.86,0.055,0.00035,6.3,0,0,89.16,0.089,0.001,8.054,0.017,0.002,41.76338,-83.24987
102,18,6,2013,Spring,1620,5.5,6.5,4,6.005,0.369,0.061449,20.233,0.017,0.001,0.232,0.001,0.004,8.23,0,0,NTU,155.8,0,0,6.3,0,0,89.225,0.05,0.001,8.072,0.005,0.001,41.76338,-83.24987
102,18,6,2013,Spring,1620,6.5,7.5,3,7.048,0.29,0.041146,20.183,0.015,0.001,0.233,0,0,8.23,0,0,NTU,155.7,0,0,6.3,0,0,89.3,0,0,8.087,0.006,0.001,41.76338,-83.24987
102,18,6,2013,Spring,1620,7.5,8.5,3,7.792,0.175,0.022459,20.127,0.015,0.001,0.233,0.001,0.004,8.23,0,0,NTU,155.7,0,0,6.3,0,0,89.367,0.058,0.001,8.1,0,0,41.76338,-83.24987
102,18,6,2013,Spring,1620,0.5,1.5,3,0.964,0.299,0.310166,19.69,0.448,0.023,0.235,0.001,0.004,8.2,0,0,NTU,155.233,0.404,0.003,6.3,0,0,89.9,0.557,0.006,8.217,0.122,0.015,41.76338,-83.24987
102,18,6,2013,Spring,1620,-0.5,0.5,18,0.1,0.001,0.01,19.22,0.228,0.012,0.051,0.066,1.294,8.08,0.043,0.005,NTU,154.8,0.24,0.002,6.3,0,0,90.422,0.278,0.003,8.352,0.065,0.008,41.76338,-83.24987
103,18,6,2013,Spring,1435,-0.5,0.5,23,0.169,0.13,0.769231,18.753,1.232,0.066,0.14,0.121,0.864,8.139,0.042,0.005,NTU,54.057,113.701,2.103,10.383,25.268,2.434,91.326,3.482,0.038,8.51,0.17,0.02,41.8634,-83.24993
103,18,6,2013,Spring,1435,0.5,1.5,4,0.754,0.269,0.356764,20.42,0.02,0.001,0.26,0,0,8.203,0.01,0.001,NTU,9.325,0.974,0.104,0.275,1.482,5.389,99.475,1.895,0.019,8.965,0.167,0.019,41.8634,-83.24993
103,18,6,2013,Spring,1435,1.5,2.5,4,2.046,0.317,0.154936,20.44,0.008,0.000391,0.26,0,0,8.22,0.008,0.001,NTU,11.1,3.582,0.323,0.3,0.825,2.75,102.15,0.569,0.006,9.2,0.052,0.006,41.8634,-83.24993
103,18,6,2013,Spring,1435,2.5,3.5,4,3.158,0.212,0.067131,20.422,0.005,0.000245,0.26,0,0,8.238,0.005,0.001,NTU,8.65,0.238,0.028,2.475,1.266,0.512,103.7,0.392,0.004,9.345,0.034,0.004,41.8634,-83.24993
103,18,6,2013,Spring,1435,3.5,4.5,2,4.084,0.212,0.05191,20.415,0.007,0.000343,0.26,0,0,8.245,0.007,0.001,NTU,8.6,0,0,2.1,3.394,1.616,104.5,0.141,0.001,9.42,0.014,0.001,41.8634,-83.24993
103,18,6,2013,Spring,1435,4.5,5.5,3,4.975,0.357,0.071759,20.393,0.006,0.000294,0.26,0,0,8.25,0,0,NTU,8.767,0.493,0.056,2.7,0.781,0.289,104.833,0.115,0.001,9.453,0.012,0.001,41.8634,-83.24993
103,18,6,2013,Spring,1435,5.5,6.5,3,6.066,0.326,0.053742,20.367,0.021,0.001,0.26,0,0,8.26,0,0,NTU,8.467,0.208,0.025,3.4,2.252,0.662,105.3,0.1,0.001,9.497,0.015,0.002,41.8634,-83.24993
103,18,6,2013,Spring,1435,7.5,8.5,2,7.949,0.127,0.015977,20.245,0.007,0.000346,0.26,0,0,8.26,0,0,NTU,221.9,300.379,1.354,4.25,1.626,0.383,105.45,0.071,0.001,9.535,0.007,0.001,41.8634,-83.24993
103,18,6,2013,Spring,1435,6.5,7.5,3,7.203,0.36,0.049979,20.307,0.035,0.002,0.259,0.001,0.004,8.26,0,0,NTU,9.633,0.577,0.06,3.1,2.261,0.729,105.467,0.058,0.001,9.527,0.015,0.002,41.8634,-83.24993
105,18,6,2013,Spring,1710,1.5,2.5,3,2.179,0.178,0.081689,19.98,0,0,0.239,0,0,8.217,0.006,0.001,NTU,99.8,0,0,9.1,0,0,90.6,0,0,8.24,0,0,41.76343,-83.14987
105,18,6,2013,Spring,1710,2.5,3.5,3,3.066,0.321,0.104697,19.98,0,0,0.239,0,0,8.227,0.006,0.001,NTU,99.8,0,0,9.1,0,0,90.6,0,0,8.24,0,0,41.76343,-83.14987
105,18,6,2013,Spring,1710,3.5,4.5,3,3.99,0.309,0.077444,19.983,0.006,0.0003,0.239,0,0,8.233,0.006,0.001,NTU,99.8,0,0,9.1,0,0,90.6,0,0,8.237,0.006,0.001,41.76343,-83.14987
105,18,6,2013,Spring,1710,0.5,1.5,4,1.013,0.356,0.351431,19.773,0.402,0.02,0.241,0.003,0.012,8.207,0.005,0.001,NTU,99.675,0.25,0.003,9.1,0,0,90.85,0.5,0.006,8.295,0.11,0.013,41.76343,-83.14987
105,18,6,2013,Spring,1710,-0.5,0.5,38,0.146,0.108,0.739726,18.87,0.685,0.036,0.098,0.093,0.949,8.109,0.059,0.007,NTU,99.082,0.428,0.004,9.1,0,0,91.947,0.839,0.009,8.552,0.198,0.023,41.76343,-83.14987
105,18,6,2013,Spring,1710,4.5,5.5,3,4.999,0.293,0.058612,19.98,0,0,0.239,0.001,0.004,8.24,0,0,NTU,7.4,0.1,0.014,2.167,1.06,0.489,99.467,7.679,0.077,9.043,0.696,0.077,41.76343,-83.14987
105,18,6,2013,Spring,1710,7.5,8.5,4,8.189,0.31,0.037856,19.785,0.034,0.002,0.238,0.001,0.004,8.248,0.005,0.001,NTU,7.225,0.34,0.047,0.1,0.804,8.04,103.875,0.15,0.001,9.48,0.012,0.001,41.76343,-83.14987
105,18,6,2013,Spring,1710,5.5,6.5,4,5.995,0.403,0.067223,19.98,0,0,0.239,0,0,8.248,0.005,0.001,NTU,7.475,0.189,0.025,2.55,0.926,0.363,104.05,0.058,0.001,9.463,0.005,0.001,41.76343,-83.14987
105,18,6,2013,Spring,1710,6.5,7.5,3,7.212,0.247,0.034248,19.91,0.05,0.003,0.239,0.001,0.004,8.25,0,0,NTU,7.4,0.173,0.023,1.967,2.122,1.079,104.067,0.058,0.001,9.477,0.006,0.001,41.76343,-83.14987
106,18,6,2013,Spring,1348,-0.5,0.5,127,0.091,0.022,0.241758,18.091,0.364,0.02,0.003,0.016,5.333,8.167,0.042,0.005,NTU,59.769,68.701,1.149,3.348,3.369,1.006,91.609,0.998,0.011,8.66,0.141,0.016,41.86343,-83.14995
106,18,6,2013,Spring,1348,0.5,1.5,2,0.908,0.086,0.094714,18.825,0.516,0.027,0.27,0.012,0.044,8.155,0.007,0.001,NTU,17.75,12.233,0.689,4.85,1.909,0.394,94.7,0.283,0.003,8.805,0.064,0.007,41.86343,-83.14995
106,18,6,2013,Spring,1348,1.5,2.5,6,1.968,0.255,0.129573,19.727,0.105,0.005,0.275,0.001,0.004,8.183,0.012,0.001,NTU,10.583,2.595,0.245,4.067,1.147,0.282,98.033,1.701,0.017,8.957,0.137,0.015,41.86343,-83.14995
106,18,6,2013,Spring,1348,2.5,3.5,4,3.007,0.337,0.112072,19.81,0,0,0.275,0,0,8.207,0.005,0.001,NTU,9.175,0.096,0.01,4.55,1.718,0.378,101.925,0.789,0.008,9.295,0.07,0.008,41.86343,-83.14995
106,18,6,2013,Spring,1348,3.5,4.5,10,3.988,0.265,0.066449,19.797,0.009,0.000455,0.275,0.001,0.004,8.233,0.011,0.001,NTU,9.13,0.337,0.037,4.71,1.142,0.242,105,1.017,0.01,9.58,0.096,0.01,41.86343,-83.14995
106,18,6,2013,Spring,1348,4.5,5.5,3,5.021,0.257,0.051185,19.757,0.015,0.001,0.276,0,0,8.247,0.006,0.001,NTU,10.467,1.935,0.185,3.7,1.992,0.538,106.8,0.173,0.002,9.753,0.021,0.002,41.86343,-83.14995
106,18,6,2013,Spring,1348,5.5,6.5,7,5.862,0.368,0.062777,19.729,0.004,0.000203,0.276,0,0,8.257,0.005,0.001,NTU,9.214,0.38,0.041,3.657,2.349,0.642,107.343,0.19,0.002,9.806,0.018,0.002,41.86343,-83.14995
106,18,6,2013,Spring,1348,6.5,7.5,3,7.095,0.264,0.037209,19.703,0.015,0.001,0.278,0,0,8.26,0,0,NTU,9.167,0.058,0.006,4.667,2.065,0.442,107.767,0.058,0.001,9.853,0.012,0.001,41.86343,-83.14995
106,18,6,2013,Spring,1348,8.5,9.5,3,8.937,0.2,0.022379,19.583,0.031,0.002,0.279,0.002,0.007,8.263,0.006,0.001,NTU,152.967,248.145,1.622,2.867,3.968,1.384,107.8,0.1,0.001,9.877,0.006,0.001,41.86343,-83.14995
106,18,6,2013,Spring,1348,7.5,8.5,3,8.027,0.3,0.037374,19.663,0.021,0.001,0.279,0.001,0.004,8.26,0,0,NTU,9.333,0.208,0.022,4.667,0.757,0.162,107.8,0,0,9.86,0,0,41.86343,-83.14995
107,18,6,2013,Spring,1257,0.5,1.5,26,0.877,0.245,0.279361,19.346,0.046,0.002,0.229,0.001,0.004,8.243,0.005,0.001,NTU,550.1,197.819,0.36,6.846,1.882,0.275,92.904,3.134,0.034,8.552,0.294,0.034,41.96347,-83.14988
107,18,6,2013,Spring,1257,-0.5,0.5,28,0.14,0.114,0.814286,17.873,0.731,0.041,0.074,0.093,1.257,8.166,0.071,0.009,NTU,613.993,3.026,0.005,7.5,0,0,93.843,0.898,0.01,8.908,0.219,0.025,41.96347,-83.14988
107,18,6,2013,Spring,1257,4.5,5.5,4,4.952,0.449,0.09067,19.03,0.029,0.002,0.227,0,0,8.26,0,0,NTU,11.925,0.591,0.05,0.25,1.987,7.948,103.5,0,0,9.592,0.005,0.001,41.96347,-83.14988
107,18,6,2013,Spring,1257,6.5,7.5,4,6.918,0.245,0.035415,18.918,0.017,0.001,0.226,0.001,0.004,8.26,0,0,NTU,21.7,16.1,0.742,1.2,0.927,0.773,103.5,0,0,9.615,0.006,0.001,41.96347,-83.14988
107,18,6,2013,Spring,1257,5.5,6.5,2,5.987,0.209,0.034909,18.975,0.021,0.001,0.226,0,0,8.26,0,0,NTU,12.75,1.202,0.094,NA,NA,NA,103.55,0.071,0.001,9.6,0,0,41.96347,-83.14988
107,18,6,2013,Spring,1257,1.5,2.5,3,2.094,0.23,0.109838,19.22,0.01,0.001,0.228,0,0,8.25,0,0,NTU,13,0,0,NA,NA,NA,103.567,0.058,0.001,9.56,0,0,41.96347,-83.14988
107,18,6,2013,Spring,1257,3.5,4.5,3,3.875,0.392,0.101161,19.133,0.045,0.002,0.227,0,0,8.257,0.006,0.001,NTU,13.067,1.301,0.1,0.933,3.164,3.391,103.567,0.058,0.001,9.577,0.006,0.001,41.96347,-83.14988
107,18,6,2013,Spring,1257,2.5,3.5,2,2.987,0.176,0.058922,19.205,0.007,0.000364,0.228,0,0,8.25,0,0,NTU,13,0,0,NA,NA,NA,103.6,0,0,9.565,0.007,0.001,41.96347,-83.14988
110,18,6,2013,Spring,1110,-0.5,0.5,26,0.128,0.072,0.5625,17.762,0.661,0.037,0.049,0.098,2,8.283,0.036,0.004,NTU,NA,NA,NA,5.923,6.501,1.098,96.069,1.748,0.018,9.14,0.138,0.015,41.8685,-83.05093
110,18,6,2013,Spring,1110,9.5,10.5,5,9.819,0.082,0.008351,18.294,0.005,0.000273,0.238,0.001,0.004,8.242,0.004,0.00049,NTU,395.94,569.264,1.438,2,2.724,1.362,97.9,0.539,0.006,9.206,0.051,0.006,41.8685,-83.05093
110,18,6,2013,Spring,1110,0.5,1.5,13,0.927,0.332,0.358145,19.313,0.131,0.007,0.242,0.001,0.004,8.291,0.015,0.002,NTU,NA,NA,NA,0.6,1.738,2.897,98.977,1.844,0.019,9.117,0.149,0.016,41.8685,-83.05093
110,18,6,2013,Spring,1110,8.5,9.5,6,9.126,0.272,0.029805,18.583,0.275,0.015,0.238,0.001,0.004,8.265,0.008,0.001,NTU,10.917,1.169,0.107,1.117,2.073,1.856,99.9,0.6,0.006,9.34,0.025,0.003,41.8685,-83.05093
110,18,6,2013,Spring,1110,7.5,8.5,4,8.174,0.204,0.024957,19.093,0.069,0.004,0.24,0,0,8.27,0,0,NTU,8.65,0.129,0.015,0.575,1.522,2.647,100.85,0.129,0.001,9.332,0.005,0.001,41.8685,-83.05093
110,18,6,2013,Spring,1110,1.5,2.5,9,2.004,0.361,0.18014,19.368,0.004,0.000207,0.242,0,0,8.28,0,0,NTU,8.111,0.176,0.022,0.478,1.432,2.996,101.056,0.305,0.003,9.298,0.027,0.003,41.8685,-83.05093
110,18,6,2013,Spring,1110,6.5,7.5,5,7.176,0.399,0.055602,19.212,0.037,0.002,0.241,0,0,8.276,0.005,0.001,NTU,8.66,0.808,0.093,1.2,1.669,1.391,101.12,0.084,0.001,9.334,0.005,0.001,41.8685,-83.05093
110,18,6,2013,Spring,1110,5.5,6.5,5,6.046,0.365,0.06037,19.282,0.03,0.002,0.242,0,0,8.276,0.005,0.001,NTU,8.22,0.228,0.028,1.7,1.867,1.098,101.24,0.055,0.001,9.334,0.005,0.001,41.8685,-83.05093
110,18,6,2013,Spring,1110,4.5,5.5,5,4.943,0.297,0.060085,19.31,0,0,0.242,0,0,8.272,0.004,0.00048,NTU,8.44,0.089,0.011,1.66,1.426,0.859,101.4,0.071,0.001,9.342,0.008,0.001,41.8685,-83.05093
110,18,6,2013,Spring,1110,2.5,3.5,9,2.953,0.297,0.100576,19.349,0.018,0.001,0.242,0,0,8.279,0.003,0.00036,NTU,8.256,0.422,0.051,1.067,1.583,1.484,101.444,0.133,0.001,9.338,0.016,0.002,41.8685,-83.05093
110,18,6,2013,Spring,1110,3.5,4.5,4,3.922,0.2,0.050994,19.312,0.005,0.000259,0.242,0,0,8.273,0.005,0.001,NTU,8.275,0.263,0.032,0.125,1.063,8.504,101.45,0.058,0.001,9.348,0.005,0.001,41.8685,-83.05093
111,18,6,2013,Spring,1219,-0.5,0.5,24,0.184,0.136,0.73913,18.142,1.183,0.065,0.076,0.109,1.434,8.175,0.081,0.01,NTU,18.387,30.883,1.68,11.596,29.403,2.536,93.692,2.294,0.024,8.844,0.167,0.019,41.96315,-83.05067
111,18,6,2013,Spring,1219,0.5,1.5,8,0.793,0.307,0.387137,20.045,0.241,0.012,0.243,0.001,0.004,8.27,0.009,0.001,NTU,9.488,1.302,0.137,2.25,4.131,1.836,99.3,2.392,0.024,9.015,0.183,0.02,41.96315,-83.05067
111,18,6,2013,Spring,1219,1.5,2.5,4,1.941,0.328,0.168985,20.137,0.005,0.000248,0.243,0,0,8.283,0.005,0.001,NTU,9.625,1.389,0.144,0.975,1.36,1.395,101.775,0.126,0.001,9.225,0.013,0.001,41.96315,-83.05067
111,18,6,2013,Spring,1219,7.5,8.5,6,7.95,0.187,0.023522,19.177,0.346,0.018,0.234,0.002,0.009,8.325,0.008,0.001,NTU,14.567,1.271,0.087,1.767,2.729,1.544,102.233,0.418,0.004,9.443,0.039,0.004,41.96315,-83.05067
111,18,6,2013,Spring,1219,2.5,3.5,6,2.979,0.317,0.106412,20.128,0.004,0.000199,0.242,0.001,0.004,8.29,0,0,NTU,9.017,0.248,0.028,1.567,1.199,0.765,102.267,0.121,0.001,9.267,0.012,0.001,41.96315,-83.05067
111,18,6,2013,Spring,1219,3.5,4.5,7,4.176,0.324,0.077586,20.074,0.022,0.001,0.242,0,0,8.299,0.009,0.001,NTU,8.986,0.398,0.044,2.543,1.88,0.739,102.571,0.095,0.001,9.309,0.016,0.002,41.96315,-83.05067
111,18,6,2013,Spring,1219,4.5,5.5,7,4.744,0.193,0.040683,20.05,0.006,0.000299,0.242,0,0,8.309,0.004,0.00048,NTU,9.086,0.348,0.038,2.786,1.22,0.438,102.771,0.138,0.001,9.329,0.012,0.001,41.96315,-83.05067
111,18,6,2013,Spring,1219,6.5,7.5,4,7.069,0.345,0.048805,19.867,0.051,0.003,0.242,0.001,0.004,8.32,0,0,NTU,9.975,0.479,0.048,1.275,3.53,2.769,102.85,0.058,0.001,9.37,0.008,0.001,41.96315,-83.05067
111,18,6,2013,Spring,1219,5.5,6.5,6,5.867,0.325,0.055395,19.988,0.023,0.001,0.242,0,0,8.312,0.004,0.00048,NTU,9.383,0.117,0.012,2.2,1.912,0.869,102.933,0.082,0.001,9.357,0.012,0.001,41.96315,-83.05067
115,18,6,2013,Spring,1020,-0.5,0.5,26,0.099,0.031,0.313131,17.91,0.311,0.017,0.092,0.072,0.783,8.362,0.046,0.006,NTU,14.208,18.228,1.283,19.181,55.577,2.898,97.565,1.149,0.012,9.254,0.11,0.012,41.86357,-82.95018
115,18,6,2013,Spring,1020,9.5,10.5,6,10.15,0.248,0.024433,19.11,0.167,0.009,0.255,0.001,0.004,8.258,0.01,0.001,NTU,85.05,153.186,1.801,4.417,6.351,1.438,98.7,0.663,0.007,9.127,0.039,0.004,41.86357,-82.95018
115,18,6,2013,Spring,1020,0.5,1.5,6,0.876,0.33,0.376712,19.52,0.12,0.006,0.249,0.001,0.004,8.34,0.013,0.002,NTU,11.467,9.332,0.814,0.9,1.797,1.997,98.967,0.836,0.008,9.08,0.058,0.006,41.86357,-82.95018
115,18,6,2013,Spring,1020,8.5,9.5,4,8.998,0.271,0.030118,19.477,0.04,0.002,0.251,0.001,0.004,8.283,0.005,0.001,NTU,6.925,0.096,0.014,0,1.92,NA,99.85,0.129,0.001,9.17,0.008,0.001,41.86357,-82.95018
115,18,6,2013,Spring,1020,7.5,8.5,3,7.932,0.163,0.02055,19.537,0.006,0.000307,0.25,0,0,8.29,0,0,NTU,6.933,0.058,0.008,0.267,2.212,8.285,100.2,0.1,0.001,9.19,0.01,0.001,41.86357,-82.95018
115,18,6,2013,Spring,1020,1.5,2.5,5,1.817,0.206,0.113374,19.608,0.004,0.000204,0.249,0,0,8.32,0.007,0.001,NTU,7.06,0.23,0.033,NA,NA,NA,100.24,0.391,0.004,9.178,0.036,0.004,41.86357,-82.95018
115,18,6,2013,Spring,1020,6.5,7.5,4,6.955,0.37,0.053199,19.578,0.022,0.001,0.249,0.001,0.004,8.3,0,0,NTU,7.025,0.222,0.032,1,1.122,1.122,100.5,0.115,0.001,9.207,0.01,0.001,41.86357,-82.95018
115,18,6,2013,Spring,1020,2.5,3.5,4,2.914,0.243,0.083391,19.61,0,0,0.249,0.001,0.004,8.31,0,0,NTU,7.025,0.096,0.014,NA,NA,NA,100.55,0.058,0.001,9.21,0,0,41.86357,-82.95018
115,18,6,2013,Spring,1020,3.5,4.5,4,3.891,0.21,0.053971,19.61,0,0,0.249,0,0,8.31,0,0,NTU,6.875,0.126,0.018,0.375,1.173,3.128,100.625,0.05,0.0005,9.213,0.005,0.001,41.86357,-82.95018
115,18,6,2013,Spring,1020,5.5,6.5,4,5.916,0.239,0.040399,19.602,0.005,0.000255,0.249,0,0,8.305,0.006,0.001,NTU,6.85,0.1,0.015,2.95,2.044,0.693,100.825,0.126,0.001,9.235,0.013,0.001,41.86357,-82.95018
115,18,6,2013,Spring,1020,4.5,5.5,4,4.842,0.266,0.054936,19.61,0,0,0.248,0.001,0.004,8.307,0.005,0.001,NTU,6.925,0.15,0.022,2.875,1.576,0.548,100.975,0.05,0.0005,9.248,0.005,0.001,41.86357,-82.95018
117,18,6,2013,Spring,830,1.5,2.5,4,2.088,0.131,0.062739,20.12,0,0,0.263,0,0,8.377,0.005,0.001,NTU,2.6,0,0,1.8,0,0,97.1,0,0,8.81,0,0,41.76292,-82.8495
117,18,6,2013,Spring,830,3.5,4.5,6,3.906,0.326,0.083461,20.118,0.004,0.000199,0.263,0.001,0.004,8.378,0.004,0.00048,NTU,2.6,0,0,1.8,0,0,97.1,0,0,8.81,0,0,41.76292,-82.8495
117,18,6,2013,Spring,830,4.5,5.5,5,4.927,0.272,0.055206,20.12,0,0,0.263,0,0,8.38,0,0,NTU,2.6,0,0,1.8,0,0,97.1,0,0,8.808,0.004,0.00045,41.76292,-82.8495
117,18,6,2013,Spring,830,2.5,3.5,4,2.898,0.222,0.076605,20.12,0,0,0.263,0,0,8.38,0,0,NTU,2.6,0,0,1.8,0,0,97.1,0,0,8.807,0.005,0.001,41.76292,-82.8495
117,18,6,2013,Spring,830,5.5,6.5,9,5.967,0.357,0.059829,20.12,0,0,0.263,0,0,8.38,0,0,NTU,2.6,0,0,2.478,2.033,0.82,97.1,0,0,8.808,0.004,0.00045,41.76292,-82.8495
117,18,6,2013,Spring,830,0.5,1.5,6,0.963,0.325,0.337487,20.093,0.051,0.003,0.264,0.001,0.004,8.37,0,0,NTU,2.6,0,0,1.8,0,0,97.15,0.084,0.001,8.815,0.012,0.001,41.76292,-82.8495
117,18,6,2013,Spring,830,10.5,11.5,3,10.551,0.025,0.002369,19.24,0,0,0.264,0,0,8.273,0.006,0.001,NTU,153.267,252.93,1.65,10.667,5.508,0.516,98.4,0.2,0.002,9.08,0.02,0.002,41.76292,-82.8495
117,18,6,2013,Spring,830,9.5,10.5,8,9.997,0.366,0.036611,19.245,0.005,0.00026,0.264,0,0,8.294,0.012,0.001,NTU,13.637,1.616,0.119,5.138,2.407,0.468,100.088,0.885,0.009,9.234,0.08,0.009,41.76292,-82.8495
117,18,6,2013,Spring,830,-0.5,0.5,18,0.104,0.046,0.442308,17.789,1.077,0.061,0.057,0.105,1.842,8.143,0.169,0.021,NTU,2.6,0,0,1.8,0,0,100.189,1.411,0.014,9.531,0.341,0.036,41.76292,-82.8495
117,18,6,2013,Spring,830,8.5,9.5,9,8.861,0.268,0.030245,19.333,0.125,0.006,0.264,0.001,0.004,8.343,0.015,0.002,NTU,11.922,0.549,0.046,4.511,0.833,0.185,104.111,1.527,0.015,9.588,0.122,0.013,41.76292,-82.8495
117,18,6,2013,Spring,830,7.5,8.5,6,7.955,0.265,0.033312,20.008,0.138,0.007,0.263,0.001,0.004,8.377,0.005,0.001,NTU,8.633,0.952,0.11,3.333,1.607,0.482,107.033,0.225,0.002,9.723,0.01,0.001,41.76292,-82.8495
117,18,6,2013,Spring,830,6.5,7.5,5,7.097,0.238,0.033535,20.104,0.005,0.000249,0.263,0,0,8.38,0,0,NTU,7.98,0.192,0.024,4.2,1.742,0.415,107.2,0.071,0.001,9.722,0.004,0.00041,41.76292,-82.8495
118,18,6,2013,Spring,940,10.5,11.5,8,10.778,0.236,0.021896,18.815,0.021,0.001,0.248,0,0,8.244,0.012,0.001,NTU,139.05,364.928,2.624,0.288,1.04,3.611,96.388,0.834,0.009,8.969,0.073,0.008,41.86325,-82.8501
118,18,6,2013,Spring,940,9.5,10.5,8,10.05,0.251,0.024975,19.065,0.176,0.009,0.249,0.001,0.004,8.266,0.005,0.001,NTU,8.725,0.616,0.071,0.988,1.816,1.838,98.675,0.856,0.009,9.134,0.051,0.006,41.86325,-82.8501
118,18,6,2013,Spring,940,8.5,9.5,3,9.065,0.405,0.044677,19.417,0.051,0.003,0.251,0.001,0.004,8.27,0,0,NTU,7.933,0.058,0.007,0.2,3.831,19.155,99.9,0.1,0.001,9.18,0,0,41.86325,-82.8501
118,18,6,2013,Spring,940,7.5,8.5,4,8.035,0.438,0.054512,19.485,0.01,0.001,0.252,0,0,8.27,0,0,NTU,7.575,0.126,0.017,2.5,1.329,0.532,100,0,0,9.18,0,0,41.86325,-82.8501
118,18,6,2013,Spring,940,6.5,7.5,3,6.994,0.306,0.043752,19.5,0,0,0.252,0,0,8.28,0,0,NTU,7.5,0.1,0.013,0.367,1.102,3.003,100.067,0.058,0.001,9.183,0.006,0.001,41.86325,-82.8501
118,18,6,2013,Spring,940,5.5,6.5,4,6.056,0.32,0.05284,19.503,0.005,0.000256,0.252,0.001,0.004,8.28,0,0,NTU,7.625,0.096,0.013,1.625,1.218,0.75,100.175,0.096,0.001,9.19,0.008,0.001,41.86325,-82.8501
118,18,6,2013,Spring,940,4.5,5.5,5,5.037,0.41,0.081398,19.5,0,0,0.252,0,0,8.284,0.005,0.001,NTU,7.62,0.084,0.011,1.72,0.455,0.265,100.36,0.055,0.001,9.212,0.004,0.00043,41.86325,-82.8501
118,18,6,2013,Spring,940,3.5,4.5,3,4.06,0.352,0.0867,19.5,0,0,0.252,0,0,8.29,0,0,NTU,7.567,0.115,0.015,1.5,1.652,1.101,100.533,0.058,0.001,9.227,0.012,0.001,41.86325,-82.8501
118,18,6,2013,Spring,940,2.5,3.5,4,3.128,0.353,0.112852,19.492,0.005,0.000257,0.252,0,0,8.3,0,0,NTU,7.725,0.222,0.029,0.5,1.503,3.006,100.725,0.05,0.0005,9.25,0.008,0.001,41.86325,-82.8501
118,18,6,2013,Spring,940,1.5,2.5,3,2.115,0.329,0.155556,19.487,0.006,0.000308,0.252,0,0,8.313,0.006,0.001,NTU,7.867,0.896,0.114,NA,NA,NA,100.967,0.058,0.001,9.27,0.01,0.001,41.86325,-82.8501
118,18,6,2013,Spring,940,0.5,1.5,4,1.043,0.405,0.388303,19.448,0.04,0.002,0.252,0,0,8.325,0.006,0.001,NTU,7.375,0.236,0.032,0.275,2.571,9.349,101.15,0.058,0.001,9.295,0.013,0.001,41.86325,-82.8501
118,18,6,2013,Spring,940,-0.5,0.5,55,0.098,0.041,0.418367,18.487,0.757,0.041,0.098,0.07,0.714,8.354,0.03,0.004,NTU,18.364,33.058,1.8,8.685,19.43,2.237,105.225,1.27,0.012,9.867,0.271,0.027,41.86325,-82.8501
119,19,6,2013,Spring,1038,-0.5,0.5,34,0.204,0.087,0.426471,17.847,1.254,0.07,0.139,0.098,0.705,8.139,0.036,0.004,NTU,17.409,13.564,0.779,8.088,32.115,3.971,85.294,3.34,0.039,8.096,0.194,0.024,41.96367,-82.8503
119,19,6,2013,Spring,1038,0.5,1.5,8,0.956,0.33,0.345188,19.601,0.004,0.000204,0.242,0,0,8.141,0.004,0.00049,NTU,10.575,0.56,0.053,NA,NA,NA,93.225,0.498,0.005,8.539,0.043,0.005,41.96367,-82.8503
119,19,6,2013,Spring,1038,1.5,2.5,4,1.97,0.196,0.099492,19.608,0.005,0.000255,0.242,0,0,8.14,0,0,NTU,10.275,0.171,0.017,0.5,1.766,3.532,94.175,0.222,0.002,8.627,0.022,0.003,41.96367,-82.8503
119,19,6,2013,Spring,1038,8.5,9.5,2,8.751,0.213,0.02434,19.45,0,0,0.243,0,0,8.14,0,0,NTU,13.7,0.141,0.01,NA,NA,NA,94.5,0,0,8.68,0,0,41.96367,-82.8503
