serial,day,month,year,season,time,bin_depth_min,bin_depth_max,n,depth_mean,depth_sd,depth_cv,temp_mean,temp_sd,temp_cv,cond_mean,cond_sd,cond_cv,ph_mean,ph_sd,ph_cv,turb_units,turb_mean,turb_sd,turb_cv,chloro_mean,chloro_sd,chloro_cv,do_percent_mean,do_percent_sd,do_percent_cv,do_ppm_mean,do_ppm_sd,do_ppm_cv,lat,long
106,20,6,2017,Spring,1830,3.5,4.5,19,3.951,0.307,0.077702,22.021,0.002,0.000091,0.234956789,3.35E-05,0.000142412,NA,NA,NA,PBA,67.95576316,0.185605718,0.00273,1.541836842,0.162800926,0.10559,93.257,0.162,0.002,8.145,0.014,0.002,41.87998,-83.15025167
106,20,6,2017,Spring,1830,1.5,2.5,17,1.991,0.265,0.133099,22.028,0.002,0.000091,0.234963,4.66E-05,0.000198515,NA,NA,NA,PBA,67.91612353,0.191805483,0.00282,1.492947059,0.099489265,0.06664,93.296,0.247,0.003,8.147,0.021,0.003,41.87998,-83.15025167
106,20,6,2017,Spring,1830,0.5,1.5,17,0.998,0.289,0.289579,22.03,0.002,0.000091,0.234976882,4.44E-05,0.000188931,NA,NA,NA,PBA,68.11604118,0.184627879,0.00271,1.364341176,0.042705563,0.0313,93.421,0.188,0.002,8.158,0.017,0.002,41.87998,-83.15025167
106,20,6,2017,Spring,1830,-0.5,0.5,11,0.263,0.127,0.48289,22.034,0.001,0.000045,0.234995182,3.08E-05,0.000131116,NA,NA,NA,PBA,68.03593636,0.062757538,0.00092,1.250227273,0.05220684,0.04176,93.503,0.091,0.001,8.164,0.008,0.001,41.87998,-83.15025167
106,20,6,2017,Spring,1830,2.5,3.5,16,2.955,0.267,0.090355,22.029,0.001,0.000045,0.235010938,3.21E-05,0.000136549,NA,NA,NA,PBA,68.09425,0.084632894,0.00124,1.5034,0.107529717,0.07152,93.542,0.106,0.001,8.169,0.009,0.001,41.87998,-83.15025167
107,20,6,2017,Spring,1722,-0.5,0.5,10,0.177,0.157,0.887006,20.845,0.002,0.000096,0.2065368,3.73E-05,0.000180669,NA,NA,NA,PBA,31.01727,18.63539207,0.60081,0.2425,0.329889874,1.36037,99.858,0.378,0.004,8.924,0.034,0.004,41.98001,-83.11702667
107,20,6,2017,Spring,1722,2.5,3.5,16,3.029,0.291,0.096071,20.809,0.003,0.000144,0.206295438,3.66E-05,0.000177533,NA,NA,NA,PBA,49.4178875,0.166316477,0.00337,0.50316875,0.014351851,0.02852,99.988,0.253,0.003,8.941,0.022,0.003,41.98001,-83.11702667
107,20,6,2017,Spring,1722,1.5,2.5,19,2.038,0.314,0.154073,20.837,0.008,0.000384,0.206484632,5.22E-05,0.000252941,NA,NA,NA,PBA,49.36820526,0.04142571,0.00084,0.477984211,0.01628173,0.03406,100.027,0.229,0.002,8.94,0.019,0.002,41.98001,-83.11702667
107,20,6,2017,Spring,1722,3.5,4.5,18,3.994,0.315,0.078868,20.804,0,0,0.206284833,3.21E-05,0.000155368,NA,NA,NA,PBA,49.44612222,0.052244409,0.00106,0.495283333,0.04911594,0.09917,100.069,0.148,0.001,8.95,0.013,0.001,41.98001,-83.11702667
107,20,6,2017,Spring,1722,4.5,5.5,5,4.651,0.094,0.020211,20.802,0,0,0.2062526,3.23E-05,0.00015668,NA,NA,NA,PBA,49.39668,0.086276949,0.00175,0.4586,0.01860551,0.04057,100.28,0.076,0.001,8.969,0.007,0.001,41.98001,-83.11702667
107,20,6,2017,Spring,1722,0.5,1.5,19,0.976,0.313,0.320697,20.842,0.005,0.00024,0.206521895,4.60E-05,0.000222795,NA,NA,NA,PBA,49.28867895,0.060396133,0.00123,0.465847368,0.020690614,0.04442,100.441,0.241,0.002,8.976,0.022,0.002,41.98001,-83.11702667
110,20,6,2017,Spring,1531,8.5,9.5,20,8.881,0.169,0.019029,21.316,0.023,0.001,0.2291647,0.000266985,0.001165034,NA,NA,NA,PBA,56.69606,0.188348743,0.00332,1.73943,0.094645483,0.05441,85.147,0.234,0.003,7.539,0.023,0.003,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,7.5,8.5,20,8.003,0.304,0.037986,21.41,0.02,0.001,0.2299912,0.000171035,0.000743658,NA,NA,NA,PBA,57.734505,0.398436923,0.0069,1.7093,0.078072699,0.04568,86.546,0.461,0.005,7.649,0.039,0.005,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,6.5,7.5,18,6.991,0.288,0.041196,21.478,0.012,0.001,0.230533056,8.13E-05,0.000352652,NA,NA,NA,PBA,58.50741667,0.1569409,0.00268,1.767072222,0.029858683,0.0169,87.349,0.137,0.002,7.71,0.011,0.001,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,3.5,4.5,18,4.007,0.295,0.073621,21.523,0.004,0.000186,0.230891,5.85E-05,0.00025317,NA,NA,NA,PBA,58.65115,0.082264968,0.0014,1.792616667,0.067209394,0.03749,87.901,0.348,0.004,7.751,0.03,0.004,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,5.5,6.5,17,6.023,0.288,0.047817,21.499,0.003,0.00014,0.230670647,3.90E-05,0.000169134,NA,NA,NA,PBA,58.66587059,0.163799812,0.00279,1.752535294,0.116385421,0.06641,87.941,0.337,0.004,7.758,0.03,0.004,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,4.5,5.5,20,5.011,0.314,0.062662,21.517,0.004,0.000186,0.2308161,4.24E-05,0.000183579,NA,NA,NA,PBA,58.70313,0.140273523,0.00239,1.79654,0.162029417,0.09019,88.008,0.121,0.001,7.762,0.011,0.001,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,2.5,3.5,17,3.023,0.282,0.093285,21.538,0.005,0.000232,0.231062294,8.75E-05,0.000378472,NA,NA,NA,PBA,58.56963529,0.274899661,0.00469,1.776988235,0.112132521,0.0631,88.404,0.204,0.002,7.794,0.019,0.002,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,-0.5,0.5,6,0.224,0.126,0.5625,21.615,0.001,0.000046,0.231906667,3.05E-05,0.000131378,NA,NA,NA,PBA,55.66011667,7.078251034,0.12717,1.554666667,0.027265045,0.01754,88.572,0.101,0.001,7.797,0.009,0.001,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,1.5,2.5,17,2.07,0.254,0.122705,21.57,0.025,0.001,0.231483235,0.000303933,0.001312983,NA,NA,NA,PBA,59.2819,0.308774764,0.00521,1.776441176,0.221318091,0.12459,88.624,0.17,0.002,7.808,0.014,0.002,41.87948167,-83.05010167
110,20,6,2017,Spring,1531,0.5,1.5,21,0.999,0.342,0.342342,21.61,0.005,0.000231,0.231864333,8.48E-05,0.000365548,NA,NA,NA,PBA,58.75382381,0.231164681,0.00393,1.677438095,0.04887683,0.02914,89.11,0.196,0.002,7.845,0.017,0.002,41.87948167,-83.05010167
111,20,6,2017,Spring,1633,2.5,3.5,17,3.023,0.27,0.089315,20.707,0.01,0.000483,0.205007647,8.22E-05,0.00040088,NA,NA,NA,PBA,34.14154706,0.156860376,0.00459,0.506852941,0.014701876,0.02901,95.405,0.361,0.004,8.549,0.031,0.004,41.97984833,-83.04978833
111,20,6,2017,Spring,1633,1.5,2.5,21,1.995,0.329,0.164912,20.746,0.004,0.000193,0.20516319,3.95E-05,0.000192401,NA,NA,NA,PBA,34.25786667,0.142036525,0.00415,0.417914286,0.048014053,0.11489,95.445,0.32,0.003,8.546,0.029,0.003,41.97984833,-83.04978833
111,20,6,2017,Spring,1633,0.5,1.5,19,0.948,0.285,0.300633,20.757,0.003,0.000145,0.205212579,3.16E-05,0.000153903,NA,NA,NA,PBA,34.22620526,0.181928165,0.00532,0.296047368,0.023672919,0.07996,95.626,0.157,0.002,8.56,0.014,0.002,41.97984833,-83.04978833
111,20,6,2017,Spring,1633,-0.5,0.5,5,0.272,0.171,0.628676,20.76,0,0,0.2052368,2.64E-05,0.000128562,NA,NA,NA,PBA,32.56698,4.235134591,0.13004,0.28644,0.014700612,0.05132,95.69,0.141,0.001,8.565,0.013,0.001,41.97984833,-83.04978833
111,20,6,2017,Spring,1633,3.5,4.5,20,4.033,0.301,0.074634,20.665,0.027,0.001,0.2047731,0.000181992,0.000888752,NA,NA,NA,PBA,34.095625,0.127000422,0.00372,0.530355,0.039274265,0.07405,95.741,0.273,0.003,8.586,0.028,0.003,41.97984833,-83.04978833
111,20,6,2017,Spring,1632,7.5,8.5,48,7.546,0.025,0.003313,20.584,0.003,0.000146,0.204127083,3.62E-05,0.000177207,NA,NA,NA,PBA,34.29873958,0.511011084,0.0149,0.50285625,0.064798752,0.12886,95.947,0.222,0.002,8.618,0.02,0.002,41.97984833,-83.04978833
111,20,6,2017,Spring,1632,4.5,5.5,18,5.028,0.26,0.05171,20.63,0.005,0.000242,0.204483667,4.75E-05,0.000232207,NA,NA,NA,PBA,34.50030556,0.071139089,0.00206,0.498338889,0.022123507,0.04439,95.968,0.353,0.004,8.612,0.031,0.004,41.97984833,-83.04978833
111,20,6,2017,Spring,1632,6.5,7.5,32,7.212,0.318,0.044093,20.588,0.003,0.000146,0.204148594,3.43E-05,0.000167947,NA,NA,NA,PBA,34.24034688,0.477093353,0.01393,0.46803125,0.023490553,0.05019,96.042,0.278,0.003,8.626,0.025,0.003,41.97984833,-83.04978833
111,20,6,2017,Spring,1632,5.5,6.5,19,6.026,0.297,0.049286,20.6,0.011,0.001,0.204265737,0.00010596,0.000518734,NA,NA,NA,PBA,34.66711579,0.164941984,0.00476,0.484352632,0.015497898,0.032,96.049,0.415,0.004,8.625,0.039,0.005,41.97984833,-83.04978833
115,20,6,2017,Spring,1431,1.5,2.5,23,1.996,0.27,0.135271,20.86,0.002,0.000096,0.22943013,2.83E-05,0.000123199,NA,NA,NA,PBA,66.58991739,0.065292681,0.00098,0.84906087,0.043467289,0.05119,86.694,0.17,0.002,7.744,0.015,0.002,41.87968167,-82.95022
115,20,6,2017,Spring,1430,3.5,4.5,27,3.992,0.288,0.072144,20.865,0.002,0.000096,0.229415185,3.24E-05,0.000141276,NA,NA,NA,PBA,66.48519259,0.111560197,0.00168,0.947625926,0.027429582,0.02895,86.713,0.146,0.002,7.745,0.013,0.002,41.87968167,-82.95022
115,20,6,2017,Spring,1431,0.5,1.5,26,1.041,0.295,0.283381,20.864,0.002,0.000096,0.229439038,3.51E-05,0.000152869,NA,NA,NA,PBA,66.71666538,0.096187026,0.00144,0.695888462,0.067222796,0.0966,86.723,0.255,0.003,7.746,0.023,0.003,41.87968167,-82.95022
115,20,6,2017,Spring,1431,2.5,3.5,28,2.966,0.313,0.105529,20.866,0.001,0.000048,0.22940725,3.43E-05,0.000149398,NA,NA,NA,PBA,66.51891071,0.142519515,0.00214,0.954071429,0.040290591,0.04223,86.847,0.187,0.002,7.757,0.017,0.002,41.87968167,-82.95022
115,20,6,2017,Spring,1431,-0.5,0.5,15,0.254,0.121,0.476378,20.864,0,0,0.229448067,3.55E-05,0.000154567,NA,NA,NA,PBA,55.08468667,16.97426438,0.30815,0.690626667,0.015904288,0.02303,86.915,0.153,0.002,7.763,0.014,0.002,41.87968167,-82.95022
116,20,6,2017,Spring,1123,9.5,10.5,6,9.539,0.025,0.002621,21.735,0,0,0.23591,3.73E-05,0.000158174,NA,NA,NA,PBA,50.73266667,0.240043927,0.00473,2.1223,0.035767024,0.01685,91.06,0.146,0.002,7.997,0.013,0.002,41.66737,-82.85045667
116,20,6,2017,Spring,1123,8.5,9.5,44,9.073,0.3,0.033065,21.737,0.002,0.000092,0.235879159,4.12E-05,0.000174704,NA,NA,NA,PBA,50.26307273,1.347759215,0.02681,2.147190909,0.120320699,0.05604,91.23,0.299,0.003,8.012,0.026,0.003,41.66737,-82.85045667
116,20,6,2017,Spring,1123,6.5,7.5,32,6.985,0.315,0.045097,21.737,0.001,0.000046,0.235932125,4.17E-05,0.000176828,NA,NA,NA,PBA,51.06875,0.418680332,0.0082,2.2309625,0.11031133,0.04945,91.265,0.276,0.003,8.015,0.024,0.003,41.66737,-82.85045667
116,20,6,2017,Spring,1123,5.5,6.5,27,5.935,0.283,0.047683,21.736,0.001,0.000046,0.235940593,3.42E-05,0.00014499,NA,NA,NA,PBA,50.90870741,0.31667788,0.00622,2.215411111,0.109234798,0.04931,91.307,0.084,0.001,8.019,0.007,0.001,41.66737,-82.85045667
116,20,6,2017,Spring,1123,4.5,5.5,29,5.003,0.284,0.056766,21.737,0.002,0.000092,0.235946621,4.57E-05,0.000193852,NA,NA,NA,PBA,51.03110345,0.306054676,0.006,2.171931034,0.05875325,0.02705,91.357,0.062,0.001,8.023,0.005,0.001,41.66737,-82.85045667
116,20,6,2017,Spring,1124,1.5,2.5,28,2.03,0.269,0.132512,21.733,0.002,0.000092,0.235867643,6.01E-05,0.000254626,NA,NA,NA,PBA,50.91465,0.602163851,0.01183,1.999746429,0.043079423,0.02154,91.363,0.268,0.003,8.024,0.024,0.003,41.66737,-82.85045667
116,20,6,2017,Spring,1124,2.5,3.5,31,2.99,0.278,0.092977,21.732,0.001,0.000046,0.23583929,3.59E-05,0.000152081,NA,NA,NA,PBA,51.19377742,0.204075015,0.00399,2.00593871,0.054927502,0.02738,91.425,0.19,0.002,8.03,0.017,0.002,41.66737,-82.85045667
116,20,6,2017,Spring,1124,0.5,1.5,31,1.01,0.284,0.281188,21.731,0.002,0.000092,0.235827677,4.78E-05,0.000202749,NA,NA,NA,PBA,48.81866129,0.768663787,0.01575,1.96333871,0.079639691,0.04056,91.514,0.234,0.003,8.038,0.021,0.003,41.66737,-82.85045667
116,20,6,2017,Spring,1123,7.5,8.5,31,8.02,0.291,0.036284,21.737,0,0,0.235919516,3.08E-05,0.000130696,NA,NA,NA,PBA,50.99693871,0.168327232,0.0033,2.434822581,0.084080865,0.03453,91.525,0.208,0.002,8.037,0.018,0.002,41.66737,-82.85045667
116,20,6,2017,Spring,1123,3.5,4.5,32,4.003,0.302,0.075443,21.734,0.002,0.000092,0.235871188,3.87E-05,0.000164187,NA,NA,NA,PBA,51.300625,0.451550052,0.0088,2.089625,0.093606961,0.0448,91.552,0.167,0.002,8.04,0.015,0.002,41.66737,-82.85045667
116,20,6,2017,Spring,1124,-0.5,0.5,16,0.257,0.114,0.44358,21.728,0.002,0.000092,0.235794938,4.05E-05,0.000171729,NA,NA,NA,PBA,41.2359375,12.99774004,0.3152,1.75791875,0.142316615,0.08096,91.591,0.181,0.002,8.045,0.016,0.002,41.66737,-82.85045667
117,20,6,2017,Spring,1232,-0.5,0.5,14,0.165,0.135,0.818182,21.777,0.002,0.000092,0.237779929,3.11E-05,0.000130903,NA,NA,NA,PBA,29.97193571,20.69586617,0.69051,1.291778571,0.664187034,0.51416,91.896,0.83,0.009,8.064,0.073,0.009,41.76727667,-82.875455
117,20,6,2017,Spring,1232,2.5,3.5,25,2.92,0.312,0.106849,21.785,0.001,0.000046,0.23790996,2.99E-05,0.00012568,NA,NA,NA,PBA,51.717368,0.323671636,0.00626,1.590988,0.102791607,0.06461,92.016,0.247,0.003,8.073,0.022,0.003,41.76727667,-82.875455
117,20,6,2017,Spring,1232,1.5,2.5,23,1.973,0.289,0.146477,21.782,0.001,0.000046,0.237821043,3.52E-05,0.000147864,NA,NA,NA,PBA,51.37413478,0.474125718,0.00923,1.446547826,0.110881423,0.07665,92.074,0.118,0.001,8.079,0.01,0.001,41.76727667,-82.875455
117,20,6,2017,Spring,1232,7.5,8.5,20,7.925,0.224,0.028265,21.783,0.001,0.000046,0.23788655,4.03E-05,0.000169247,NA,NA,NA,PBA,51.33792,0.202810995,0.00395,1.76552,0.088724895,0.05025,92.232,0.169,0.002,8.092,0.015,0.002,41.76727667,-82.875455
117,20,6,2017,Spring,1232,4.5,5.5,23,4.999,0.271,0.054211,21.785,0,0,0.237906348,2.69E-05,0.000113232,NA,NA,NA,PBA,51.53699565,0.311366782,0.00604,1.652986957,0.105460963,0.0638,92.257,0.155,0.002,8.094,0.014,0.002,41.76727667,-82.875455
117,20,6,2017,Spring,1232,6.5,7.5,27,6.975,0.288,0.04129,21.784,0.001,0.000046,0.237901926,3.70E-05,0.000155718,NA,NA,NA,PBA,51.76975926,0.237153742,0.00458,1.652262963,0.051882413,0.0314,92.296,0.188,0.002,8.098,0.016,0.002,41.76727667,-82.875455
117,20,6,2017,Spring,1232,5.5,6.5,26,5.944,0.319,0.053668,21.785,0,0,0.237912654,3.65E-05,0.000153569,NA,NA,NA,PBA,51.53524615,0.495858399,0.00962,1.608623077,0.082616213,0.05136,92.296,0.266,0.003,8.098,0.023,0.003,41.76727667,-82.875455
117,20,6,2017,Spring,1232,3.5,4.5,28,3.978,0.315,0.079186,21.785,0.001,0.000046,0.237913357,3.13E-05,0.000131607,NA,NA,NA,PBA,51.47913929,0.244450771,0.00475,1.607310714,0.063174475,0.0393,92.406,0.139,0.002,8.107,0.012,0.002,41.76727667,-82.875455
117,20,6,2017,Spring,1232,0.5,1.5,28,0.968,0.296,0.305785,21.779,0.001,0.000046,0.237795786,1.88E-05,7.93E-05,NA,NA,NA,PBA,51.40135357,0.306027513,0.00595,1.139007143,0.096517313,0.08474,92.41,0.134,0.001,8.109,0.012,0.001,41.76727667,-82.875455
118,20,6,2017,Spring,1335,5.5,6.5,24,5.994,0.272,0.045379,21.208,0.001,0.000047,0.236464667,2.66E-05,0.00011235,NA,NA,NA,PBA,69.947075,0.106488208,0.00152,0.926983333,0.060047196,0.06478,88.897,0.163,0.002,7.887,0.014,0.002,41.8677,-82.867195
118,20,6,2017,Spring,1335,0.5,1.5,26,0.941,0.275,0.292242,21.212,0,0,0.236460654,4.42E-05,0.000186975,NA,NA,NA,PBA,69.47618462,0.191153588,0.00275,0.659826923,0.043049335,0.06524,88.926,0.256,0.003,7.889,0.023,0.003,41.8677,-82.867195
118,20,6,2017,Spring,1335,6.5,7.5,11,6.646,0.073,0.010984,21.209,0,0,0.236477545,3.22E-05,0.000135996,NA,NA,NA,PBA,69.91644545,0.130901492,0.00187,0.8542,0.037917384,0.04439,88.957,0.129,0.001,7.893,0.011,0.001,41.8677,-82.867195
118,20,6,2017,Spring,1335,4.5,5.5,28,4.988,0.301,0.060345,21.207,0,0,0.236457286,3.07E-05,0.000129676,NA,NA,NA,PBA,70.02388929,0.109140305,0.00156,0.944196429,0.043716413,0.0463,89.022,0.204,0.002,7.899,0.018,0.002,41.8677,-82.867195
118,20,6,2017,Spring,1335,3.5,4.5,23,4.027,0.265,0.065806,21.209,0.001,0.000047,0.236464304,3.69E-05,0.000156079,NA,NA,NA,PBA,69.96692609,0.181547603,0.00259,0.919452174,0.04959208,0.05394,89.054,0.161,0.002,7.901,0.014,0.002,41.8677,-82.867195
118,20,6,2017,Spring,1335,2.5,3.5,24,3.078,0.27,0.087719,21.21,0,0,0.236484292,3.00E-05,0.000126984,NA,NA,NA,PBA,69.92299167,0.150310996,0.00215,0.900908333,0.033332892,0.037,89.127,0.219,0.002,7.907,0.019,0.002,41.8677,-82.867195
118,20,6,2017,Spring,1335,1.5,2.5,29,2.04,0.321,0.157353,21.211,0.001,0.000047,0.236476069,2.19E-05,9.27E-05,NA,NA,NA,PBA,69.80632759,0.157985349,0.00226,0.799427586,0.059771511,0.07477,89.231,0.219,0.002,7.916,0.019,0.002,41.8677,-82.867195
118,20,6,2017,Spring,1335,-0.5,0.5,13,0.199,0.155,0.778894,21.213,0.001,0.000047,0.236444769,4.58E-05,0.000193697,NA,NA,NA,PBA,45.34093846,29.72904926,0.65568,0.548123077,0.125163155,0.22835,89.306,0.311,0.003,7.923,0.028,0.003,41.8677,-82.867195
119,21,6,2017,Spring,1458,9.5,10.5,9,9.57,0.013,0.001358,19.589,0.024,0.001,0.229210111,9.22E-05,0.000402447,NA,NA,NA,PBA,59.43438889,0.165705714,0.00279,0.551244444,0.031689987,0.05749,71.74,1.59,0.022,6.572,0.145,0.022,41.96363667,-82.85001833
119,21,6,2017,Spring,1458,8.5,9.5,284,9.309,0.146,0.015684,19.683,0.032,0.002,0.229396197,9.81E-05,0.000427544,NA,NA,NA,PBA,59.48019754,0.192341988,0.00323,0.514223944,0.049112368,0.09551,72.518,0.769,0.011,6.631,0.068,0.01,41.96363667,-82.85001833
119,21,6,2017,Spring,1458,7.5,8.5,32,8.096,0.249,0.030756,19.812,0.037,0.002,0.229769594,8.41E-05,0.000365923,NA,NA,NA,PBA,60.00286875,0.236802586,0.00395,0.62710625,0.069655266,0.11107,74.457,0.675,0.009,6.79,0.057,0.008,41.96363667,-82.85001833
119,21,6,2017,Spring,1458,6.5,7.5,33,7.124,0.271,0.03804,19.856,0.024,0.001,0.229877879,7.72E-05,0.000336012,NA,NA,NA,PBA,59.80797576,0.312231416,0.00522,0.725190909,0.114797453,0.1583,75.564,0.732,0.01,6.885,0.064,0.009,41.96363667,-82.85001833
119,21,6,2017,Spring,1458,5.5,6.5,33,6.14,0.291,0.047394,19.886,0.023,0.001,0.22986703,4.63E-05,0.000201258,NA,NA,NA,PBA,59.45987576,0.115733784,0.00195,0.853739394,0.121454624,0.14226,76.335,0.479,0.006,6.951,0.041,0.006,41.96363667,-82.85001833
119,21,6,2017,Spring,1458,4.5,5.5,36,5.109,0.331,0.064788,19.931,0.026,0.001,0.229715889,7.48E-05,0.000325522,NA,NA,NA,PBA,58.21178611,0.685426963,0.01177,0.991041667,0.129876927,0.13105,77.016,0.556,0.007,7.007,0.048,0.007,41.96363667,-82.85001833
119,21,6,2017,Spring,1457,3.5,4.5,41,3.999,0.377,0.094274,19.983,0.025,0.001,0.229532659,4.30E-05,0.000187182,NA,NA,NA,PBA,57.38040732,0.638017899,0.01112,1.132263415,0.084786101,0.07488,77.714,0.627,0.008,7.063,0.054,0.008,41.96363667,-82.85001833
119,21,6,2017,Spring,1457,2.5,3.5,35,2.898,0.313,0.108006,20.063,0.048,0.002,0.229772771,0.000215418,0.000937524,NA,NA,NA,PBA,60.64864,0.996168532,0.01643,1.009517143,0.19926864,0.19739,78.92,0.481,0.006,7.162,0.038,0.005,41.96363667,-82.85001833
119,21,6,2017,Spring,1457,1.5,2.5,19,1.97,0.282,0.143147,20.173,0.064,0.003,0.230381,0.000287101,0.0012462,NA,NA,NA,PBA,59.69117368,1.272751529,0.02132,0.915136842,0.139674782,0.15263,79.356,0.071,0.001,7.185,0.01,0.001,41.96363667,-82.85001833
119,21,6,2017,Spring,1500,0.5,1.5,16,0.988,0.232,0.234818,20.399,0.102,0.005,0.231131563,0.000695517,0.003009183,NA,NA,NA,PBA,60.27309375,1.112256754,0.01845,0.76044375,0.083050458,0.10921,79.545,0.22,0.003,7.17,0.009,0.001,41.96363667,-82.85001833
119,21,6,2017,Spring,1500,-0.5,0.5,9,0.236,0.152,0.644068,20.621,0.029,0.001,0.232728778,0.0002891,0.001242218,NA,NA,NA,PBA,54.71206667,9.282084242,0.16965,0.290611111,0.215758398,0.74243,79.737,0.089,0.001,7.156,0.007,0.001,41.96363667,-82.85001833
121,21,6,2017,Spring,1130,9.5,10.5,187,9.615,0.028,0.002912,18.901,0.005,0.000265,0.244384989,6.39E-05,0.000261511,NA,NA,NA,PBA,85.99703957,0.350103217,0.00407,0.472539572,0.05035091,0.10655,68.224,0.186,0.003,6.336,0.017,0.003,41.68056667,-82.75154833
121,21,6,2017,Spring,1131,8.5,9.5,20,8.987,0.303,0.033715,18.906,0.007,0.00037,0.24444335,4.80E-05,0.000196164,NA,NA,NA,PBA,85.074435,0.585581536,0.00688,0.509665,0.044851102,0.088,68.291,0.073,0.001,6.342,0.007,0.001,41.68056667,-82.75154833
121,21,6,2017,Spring,1131,7.5,8.5,20,7.976,0.3,0.037613,18.985,0.096,0.005,0.2443453,0.000298148,0.001220192,NA,NA,NA,PBA,77.46408,4.452498668,0.05748,0.78534,0.232337935,0.29584,68.94,0.572,0.008,6.392,0.041,0.006,41.68056667,-82.75154833
121,21,6,2017,Spring,1131,6.5,7.5,19,6.981,0.283,0.040539,20.013,0.431,0.022,0.245469053,0.00111991,0.004562328,NA,NA,NA,PBA,71.45972105,0.915677217,0.01281,1.928394737,0.437902439,0.22708,78.823,4.52,0.057,7.157,0.357,0.05,41.68056667,-82.75154833
121,21,6,2017,Spring,1131,5.5,6.5,19,5.976,0.297,0.049699,20.767,0.115,0.006,0.247495316,0.000390336,0.001577144,NA,NA,NA,PBA,69.70235263,0.261734368,0.00376,2.865221053,0.075669013,0.02641,90.812,1.142,0.013,8.127,0.093,0.011,41.68056667,-82.75154833
121,21,6,2017,Spring,1131,4.5,5.5,19,4.985,0.29,0.058175,20.928,0.017,0.001,0.248060737,0.000133407,0.0005378,NA,NA,NA,PBA,69.76871579,0.186963102,0.00268,2.842684211,0.22047941,0.07756,91.954,0.229,0.002,8.203,0.018,0.002,41.68056667,-82.75154833
121,21,6,2017,Spring,1132,3.5,4.5,19,4.012,0.296,0.073779,20.957,0.005,0.000239,0.248272737,0.000135615,0.000546234,NA,NA,NA,PBA,69.50795789,0.114229216,0.00164,2.759894737,0.126844745,0.04596,92.517,0.205,0.002,8.248,0.018,0.002,41.68056667,-82.75154833
121,21,6,2017,Spring,1132,2.5,3.5,20,2.998,0.298,0.0994,20.97,0.003,0.000143,0.2486237,5.77E-05,0.000232257,NA,NA,NA,PBA,69.56427,0.152174689,0.00219,2.73727,0.295013802,0.10778,92.874,0.229,0.002,8.278,0.02,0.002,41.68056667,-82.75154833
121,21,6,2017,Spring,1132,1.5,2.5,20,1.99,0.294,0.147739,20.973,0.001,0.000048,0.2487362,4.57E-05,0.000183881,NA,NA,NA,PBA,69.612085,0.09275804,0.00133,2.68719,0.115345599,0.04292,92.968,0.313,0.003,8.286,0.028,0.003,41.68056667,-82.75154833
121,21,6,2017,Spring,1132,-0.5,0.5,10,0.231,0.155,0.670996,20.966,0.004,0.000191,0.2486768,2.49E-05,0.000100036,NA,NA,NA,PBA,59.16989,17.07075471,0.2885,2.19903,0.14104001,0.06414,93.03,0.296,0.003,8.293,0.027,0.003,41.68056667,-82.75154833
121,21,6,2017,Spring,1132,0.5,1.5,20,0.989,0.295,0.298281,20.974,0.003,0.000143,0.2487122,6.26E-05,0.000251583,NA,NA,NA,PBA,69.622295,0.056835807,0.00082,2.46499,0.096964719,0.03934,93.046,0.225,0.002,8.293,0.02,0.002,41.68056667,-82.75154833
122,21,6,2017,Spring,1245,8.5,9.5,288,9.204,0.144,0.015645,21.33,0.007,0.000328,0.235090604,5.57E-05,0.000236968,NA,NA,NA,PBA,57.83261458,0.784573147,0.01357,0.977763542,0.098633606,0.10088,88.345,0.27,0.003,7.82,0.024,0.003,41.77965,-82.749225
122,21,6,2017,Spring,1245,7.5,8.5,37,8.019,0.283,0.035291,21.426,0.118,0.006,0.235219459,0.000161399,0.000686164,NA,NA,NA,PBA,62.33284054,1.358751165,0.0218,1.148659459,0.170084588,0.14807,89.226,0.924,0.01,7.883,0.065,0.008,41.77965,-82.749225
122,21,6,2017,Spring,1247,5.5,6.5,18,5.986,0.314,0.052456,21.513,0.029,0.001,0.235328111,6.19E-05,0.000263022,NA,NA,NA,PBA,57.37788333,1.004315828,0.0175,1.466377778,0.130470901,0.08897,89.566,0.199,0.002,7.9,0.016,0.002,41.77965,-82.749225
122,21,6,2017,Spring,1245,6.5,7.5,36,7.014,0.294,0.041916,21.514,0.146,0.007,0.235382389,0.000199632,0.000848118,NA,NA,NA,PBA,59.85418611,1.580943946,0.02641,1.310575,0.07841837,0.05984,89.661,0.769,0.009,7.908,0.047,0.006,41.77965,-82.749225
122,21,6,2017,Spring,1247,3.5,4.5,18,3.948,0.291,0.073708,21.687,0.009,0.000415,0.235722222,5.07E-05,0.000214967,NA,NA,NA,PBA,54.75713333,0.313158902,0.00572,1.452327778,0.088404131,0.06087,90.196,0.309,0.003,7.928,0.026,0.003,41.77965,-82.749225
